longitude;latitude;housing_median_age;total_rooms;total_bedrooms;ocean_proximity;median_house_value
-12243;3781;520;43090;9420;NEAR BAY;5000010
-12205;3737;350;13650;2560;<1H OCEAN;2914000
-11686;3373;130;26040;4430;INLAND;1707000
-11983;3679;240;35050;8190;INLAND;670000
-11831;3377;200;57760;9560;<1H OCEAN;4168000
-1212;378;370;3110;610;INLAND;1018000
-1200;367;330;19020;3700;INLAND;708000
-11965;3635;210;17450;2660;INLAND;1079000
-11804;3381;270;29900;5150;<1H OCEAN;2161000
-11873;3601;140;32630;6510;INLAND;1289000
-11833;339;210;66030;19840;<1H OCEAN;1639000
-11925;3579;80;32710;7970;INLAND;622000
-12295;4067;170;14980;3310;INLAND;942000
-1156;3287;30;16290;3170;INLAND;832000
-1220;3841;110;28380;4290;INLAND;2984000
-11832;3403;470;17340;4530;<1H OCEAN;1215000
-11814;3401;420;10070;2770;<1H OCEAN;1537000
-12218;3773;430;13910;2930;NEAR BAY;764000
-11888;3402;190;159900;26110;NEAR OCEAN;5000010
-11788;3365;240;48790;7560;<1H OCEAN;4773000
-11904;3422;180;31170;5830;<1H OCEAN;2228000
-11822;3381;380;14860;3590;NEAR OCEAN;1478000
-11818;3377;450;14340;6270;NEAR OCEAN;1625000
-11832;3419;370;15190;3310;<1H OCEAN;2725000
-11806;3372;220;43110;5310;NEAR OCEAN;5000010
-11918;3421;460;20620;4840;NEAR OCEAN;2139000
-12072;3894;100;16040;3520;INLAND;1132000
-12091;3939;160;3520;1050;INLAND;795000
-11799;3393;270;37080;7180;<1H OCEAN;2104000
-11857;3417;350;20720;3180;<1H OCEAN;3273000
-1223;3753;380;9840;1710;NEAR OCEAN;3768000
-12118;3779;160;13260;2860;INLAND;1125000
-11822;3409;420;17060;4880;<1H OCEAN;1497000
-11813;3409;210;38620;11860;<1H OCEAN;1882000
-11936;3621;180;10820;2020;INLAND;600000
-12258;3798;520;11800;2160;NEAR BAY;2922000
-11801;3392;340;40390;6940;<1H OCEAN;2051000
-12223;402;170;7620;1380;INLAND;1288000
-12233;380;350;37790;7110;NEAR BAY;1090000
-11895;3538;350;22200;3880;INLAND;952000
-11805;3382;210;29970;3720;<1H OCEAN;3867000
-12207;3793;250;72010;15210;NEAR BAY;2521000
-11804;3405;340;10580;2300;<1H OCEAN;1375000
-11831;3384;50;35590;8690;<1H OCEAN;2167000
-12199;3848;170;18240;3480;INLAND;2500000
-12207;3757;80;86470;14070;NEAR BAY;3183000
-12222;378;520;21830;4650;NEAR BAY;2277000
-11922;3426;160;25960;6250;NEAR OCEAN;1452000
-11716;3258;360;19400;3990;NEAR OCEAN;1478000
-11972;3442;520;17590;3870;NEAR OCEAN;2610000
-12183;3728;330;11150;2500;<1H OCEAN;1786000
-11855;3417;360;21270;2970;<1H OCEAN;5000010
-11754;3447;40;67120;12000;INLAND;1265000
-12248;3786;520;39140;7520;NEAR BAY;5000010
-11787;3389;170;14410;5300;<1H OCEAN;1717000
-11721;3451;170;43790;6290;INLAND;1484000
-11793;3382;280;24440;5550;<1H OCEAN;1988000
-12135;380;60;16490;3690;INLAND;1238000
-12199;3834;130;32520;6100;INLAND;1517000
-11773;3361;170;26120;5820;<1H OCEAN;1206000
-11792;3391;330;28680;3820;<1H OCEAN;3369000
-12161;3977;250;16120;3130;INLAND;895000
-11705;3262;340;39280;6860;NEAR OCEAN;1445000
-1185;3417;370;8800;4350;<1H OCEAN;3036000
-11705;3269;80;8310;1580;NEAR OCEAN;1655000
-11785;3385;170;46780;10650;<1H OCEAN;2541000
-11843;3403;390;17330;4290;<1H OCEAN;3408000
-1183;341;370;53050;19800;<1H OCEAN;2833000
-12136;3857;260;17930;2440;INLAND;1295000
-11781;3373;190;54710;13450;<1H OCEAN;2528000
-12211;3769;370;24440;6510;NEAR BAY;1552000
-1179;3371;150;5390;710;<1H OCEAN;3052000
-1183;3401;480;42170;10950;<1H OCEAN;1223000
-12215;3746;520;18030;2570;NEAR BAY;5000010
-12052;3506;110;13170;2340;<1H OCEAN;3297000
-12197;373;310;33400;7350;<1H OCEAN;2750000
-11792;3393;120;44150;8900;<1H OCEAN;1663000
-11723;3299;170;27180;3260;NEAR OCEAN;5000010
-11812;3406;250;15260;3880;<1H OCEAN;2147000
-12128;3814;370;32780;6230;INLAND;995000
-12207;374;150;29400;9100;NEAR BAY;1922000
-12196;3753;230;22150;4750;<1H OCEAN;2188000
-11812;3469;270;30190;5010;INLAND;1135000
-11809;3463;310;15370;4160;INLAND;992000
-12084;374;70;27730;5300;INLAND;1038000
-11803;3406;240;24690;7310;<1H OCEAN;1514000
-11795;3367;250;17990;2330;<1H OCEAN;3724000
-11897;354;340;18590;3230;INLAND;762000
-11715;3405;90;14420;2190;INLAND;1623000
-1166;3306;230;17310;3650;INLAND;1729000
-11837;3413;280;42870;6270;<1H OCEAN;5000010
-11859;3572;280;14910;4080;INLAND;900000
-11842;3427;330;9370;2160;<1H OCEAN;1313000
-11839;3408;270;66050;17100;<1H OCEAN;5000010
-1186;3739;190;26820;5180;INLAND;1660000
-12231;380;290;31080;5340;NEAR BAY;1708000
-11814;3376;370;32420;6980;NEAR OCEAN;4325000
-12198;3839;30;94880;14170;INLAND;1919000
-12196;3722;350;47090;7230;<1H OCEAN;5000010
-12064;3738;190;22560;4490;INLAND;846000
-12206;3736;350;26930;4930;<1H OCEAN;3275000
-11699;3376;120;76260;17040;INLAND;694000
-11764;3407;300;27870;7130;INLAND;981000
-11792;3377;280;36140;9600;<1H OCEAN;1903000
-11713;3275;230;39990;11820;NEAR OCEAN;1350000
-12209;3913;280;41690;8950;INLAND;655000
-12043;3699;160;10270;1990;INLAND;638000
-12126;3796;350;15110;3160;INLAND;635000
-11804;3392;340;19950;4170;<1H OCEAN;1535000
-1173;3326;230;16780;2750;<1H OCEAN;1338000
-11834;3402;500;11720;2610;<1H OCEAN;1303000
-11817;3412;370;22460;4810;<1H OCEAN;3547000
-12193;3732;500;11350;2150;<1H OCEAN;2113000
-1171;327;420;20020;4880;NEAR OCEAN;863000
-11705;3311;180;43930;6420;<1H OCEAN;2235000
-12184;3739;310;55240;9140;<1H OCEAN;2299000
-11846;3397;190;24610;5210;<1H OCEAN;5000010
-11835;3409;350;27050;7850;<1H OCEAN;2667000
-11842;3404;460;15080;2760;<1H OCEAN;4098000
-1179;3374;250;8080;1630;<1H OCEAN;1731000
-12201;3783;300;39170;5490;NEAR BAY;3866000
-12249;3786;520;21750;5100;NEAR BAY;4420000
-12225;381;520;2480;860;NEAR BAY;1094000
-1217;3655;210;39050;5830;<1H OCEAN;3366000
-12098;3867;130;34320;5160;INLAND;1866000
-11824;3415;170;52820;16050;<1H OCEAN;2098000
-11833;3372;250;61910;10810;NEAR OCEAN;4467000
-12188;3733;360;19040;6890;<1H OCEAN;1875000
-11788;3389;190;35830;9110;<1H OCEAN;2184000
-1220;3835;380;19180;3640;INLAND;1260000
-11689;3386;20;69000;12380;INLAND;1463000
-11838;338;360;44210;7020;NEAR OCEAN;5000010
-11721;3428;160;33260;5690;INLAND;1676000
-11821;3409;370;18220;4980;<1H OCEAN;1592000
-12084;3751;80;11910;2420;INLAND;1384000
-11812;3384;370;27060;4620;<1H OCEAN;2200000
-11818;3377;410;20480;6010;NEAR OCEAN;1938000
-11834;3403;460;24370;5020;<1H OCEAN;1341000
-11808;3414;450;29230;6040;INLAND;2187000
-12183;3737;430;8210;1490;<1H OCEAN;2091000
-11793;3405;320;30550;6230;<1H OCEAN;1907000
-11837;3387;230;18290;3310;<1H OCEAN;3599000
-1179;3365;270;33100;5980;<1H OCEAN;4411000
-11701;3263;70;64830;9760;NEAR OCEAN;2216000
-12224;3777;520;17110;3860;NEAR BAY;2063000
-11708;327;370;21760;4180;NEAR OCEAN;989000
-11796;3408;390;10760;3380;<1H OCEAN;1518000
-11803;3376;250;46500;8490;<1H OCEAN;2219000
-11808;338;290;36750;6130;<1H OCEAN;3694000
-11765;3407;350;25010;6510;INLAND;1132000
-11842;3419;330;32850;8300;<1H OCEAN;2308000
-11725;3319;180;18910;3060;<1H OCEAN;2070000
-11732;3402;170;17790;2920;INLAND;1231000
-11826;3401;430;21790;6820;<1H OCEAN;1082000
-11703;3277;340;17960;4280;<1H OCEAN;1612000
-11772;3362;210;23220;5180;<1H OCEAN;1100000
-11823;340;350;1670;600;<1H OCEAN;3500000
-11698;3272;40;10780;1580;<1H OCEAN;2233000
-11715;3292;160;29690;5140;<1H OCEAN;1683000
-11904;3595;250;10090;2460;INLAND;558000
-11709;3266;370;12320;3300;NEAR OCEAN;1143000
-12227;3828;370;11700;3030;NEAR BAY;1362000
-11981;3673;510;9560;1960;INLAND;567000
-11724;328;280;10720;3310;NEAR OCEAN;1875000
-12248;3776;500;22360;4840;NEAR BAY;3221000
-11756;3442;60;42640;7490;INLAND;1388000
-12233;3756;500;19750;2450;NEAR OCEAN;5000010
-12069;3844;130;14730;2650;INLAND;1213000
-11836;3418;310;11090;3540;<1H OCEAN;2000000
-11785;3377;160;21860;5110;<1H OCEAN;2250000
-11768;3349;180;41730;6250;<1H OCEAN;2943000
-11812;3394;310;22100;5190;<1H OCEAN;2713000
-12103;3914;100;31380;5240;INLAND;1645000
-11696;328;240;24930;6930;<1H OCEAN;1042000
-12198;3722;460;100880;19100;<1H OCEAN;5000010
-11552;3298;210;13020;3270;INLAND;664000
-11768;3351;40;24280;4010;<1H OCEAN;2685000
-11975;3443;230;29820;8370;NEAR OCEAN;2832000
-11729;3413;520;24240;5280;INLAND;779000
-12242;3778;170;12570;3390;NEAR BAY;725000
-12234;3756;390;35620;3910;NEAR OCEAN;5000010
-12205;3795;340;14080;2770;NEAR BAY;1694000
-11806;3399;470;15880;3090;<1H OCEAN;1661000
-11779;3369;160;30670;3960;<1H OCEAN;3400000
-12035;3786;250;2870;570;INLAND;1625000
-12234;3794;440;19170;4440;NEAR BAY;1403000
-1185;357;180;33030;8140;INLAND;1014000
-12134;3867;350;6430;1170;INLAND;1207000
-11808;3409;320;32140;7180;<1H OCEAN;2068000
-12263;3822;170;26520;3420;<1H OCEAN;2671000
-11805;3414;390;21250;2950;INLAND;5000010
-11803;3383;250;7680;1950;<1H OCEAN;1328000
-1175;3466;200;13190;3090;INLAND;849000
-1226;3811;190;17520;3280;<1H OCEAN;2016000
-11931;3662;330;14850;3740;INLAND;520000
-11783;3388;180;21120;3400;<1H OCEAN;2317000
-12043;3496;190;23500;6310;<1H OCEAN;1308000
-12143;3776;70;21250;5080;INLAND;1476000
-11834;3387;340;10690;2170;<1H OCEAN;2559000
-12043;3496;240;27390;4140;<1H OCEAN;1629000
-11791;339;270;8290;1140;<1H OCEAN;2935000
-12146;3856;520;9070;1800;INLAND;1040000
-12328;4077;250;7670;2060;INLAND;792000
-11834;3409;50;26650;9540;<1H OCEAN;2047000
-12191;3742;190;16840;3870;<1H OCEAN;1741000
-11832;3387;280;37630;7620;<1H OCEAN;2719000
-11935;3559;140;27190;5020;INLAND;718000
-12097;3769;160;27930;4760;INLAND;1609000
-11831;3397;470;20660;4220;<1H OCEAN;1258000
-12106;3904;140;16510;2790;INLAND;1948000
-11817;3384;450;15330;3310;<1H OCEAN;1866000
-11713;3273;520;11480;2140;NEAR OCEAN;2409000
-12183;3728;190;26440;8330;<1H OCEAN;1831000
-12265;3897;320;18560;4720;INLAND;600000
-11826;3407;300;9290;2380;<1H OCEAN;1875000
-11827;3411;360;18320;5390;<1H OCEAN;2766000
-11769;3565;50;11310;2760;INLAND;875000
-11843;3424;360;14880;3130;<1H OCEAN;1714000
-11812;3408;520;14370;2900;<1H OCEAN;2457000
-1183;3417;160;13530;3980;<1H OCEAN;2050000
-11846;340;390;6140;1740;<1H OCEAN;2357000
-12103;3768;270;19560;3270;INLAND;1105000
-11819;3392;350;9150;2410;<1H OCEAN;1158000
-11805;339;410;5500;1290;<1H OCEAN;1199000
-12132;3856;180;11690;1860;INLAND;1087000
-12108;3769;190;64730;12120;INLAND;1293000
-1178;3363;80;320;90;<1H OCEAN;2708000
-1184;3388;360;15430;2140;<1H OCEAN;5000010
-11727;3322;160;14200;3110;<1H OCEAN;908000
-12113;3774;280;4090;1040;INLAND;909000
-11832;3398;440;14480;3140;<1H OCEAN;1086000
-11792;3361;230;18080;4080;<1H OCEAN;5000010
-12229;3787;520;22250;4600;NEAR BAY;1500000
-11798;337;240;34510;5040;<1H OCEAN;2780000
-1181;3407;330;34370;10810;<1H OCEAN;2037000
-12227;378;520;2490;780;NEAR BAY;5000010
-11725;337;100;51560;9410;<1H OCEAN;1134000
-12125;3864;210;27640;3630;INLAND;2587000
-11862;3419;350;19340;3070;<1H OCEAN;2674000
-12144;3775;160;22290;4580;INLAND;1706000
-11815;3418;450;26120;6640;<1H OCEAN;1488000
-12248;3832;420;21060;5330;<1H OCEAN;1493000
-12225;3745;340;29990;3650;NEAR OCEAN;5000010
-12234;3795;450;11280;2400;NEAR BAY;1341000
-12232;3794;460;19010;2950;NEAR BAY;2108000
-1184;3415;440;25150;5100;<1H OCEAN;3745000
-11982;3683;140;29820;4120;INLAND;1230000
-11933;3632;200;20250;3280;INLAND;828000
-11805;3394;340;4950;1200;<1H OCEAN;1490000
-12194;3793;160;34210;4270;INLAND;3204000
-11976;3675;350;23470;5260;INLAND;494000
-11709;3262;370;15380;2980;NEAR OCEAN;1287000
-1223;3753;370;13380;2150;NEAR OCEAN;3766000
-1185;3399;220;34840;9750;<1H OCEAN;5000010
-11812;3405;320;37750;7860;<1H OCEAN;2476000
-12231;3791;450;39240;8340;NEAR BAY;1778000
-11549;3267;290;15230;4400;INLAND;847000
-11797;3414;150;35950;9640;INLAND;1503000
-11832;3391;340;10680;1980;<1H OCEAN;1805000
-11828;3397;380;18190;4970;<1H OCEAN;973000
-11782;3367;150;10100;2740;<1H OCEAN;3500000
-11857;3409;140;79700;11420;<1H OCEAN;5000010
-12061;3512;120;34300;7930;<1H OCEAN;1620000
-11998;3892;280;14080;3120;INLAND;896000
-12098;3766;100;9340;4350;INLAND;1271000
-11828;3396;390;8820;2210;<1H OCEAN;991000
-12247;385;230;21910;4150;INLAND;2145000
-11828;3407;140;19240;9260;<1H OCEAN;2659000
-11903;353;100;8290;1460;INLAND;1029000
-11838;3383;200;22700;4980;<1H OCEAN;3848000
-11865;3421;50;54290;6650;<1H OCEAN;5000010
-11834;3404;350;23450;6070;<1H OCEAN;1397000
-12254;380;280;34160;8260;NEAR BAY;2770000
-11804;3404;350;17340;3630;<1H OCEAN;1606000
-11785;3361;140;43400;7410;<1H OCEAN;5000010
-11798;3377;220;32360;6730;<1H OCEAN;1742000
-12043;3469;330;20540;3730;NEAR OCEAN;1283000
-11818;3408;350;22260;6020;<1H OCEAN;1293000
-11837;3403;390;2130;440;<1H OCEAN;1964000
-1223;3831;340;17970;3950;NEAR BAY;1375000
-11776;3384;150;37640;5100;<1H OCEAN;4105000
-11831;3413;400;28220;4430;<1H OCEAN;4987000
-11831;3382;260;23450;4080;<1H OCEAN;3617000
-11829;3416;350;12570;3180;<1H OCEAN;2380000
-11899;353;330;22480;4340;INLAND;562000
-12038;3676;250;9910;2720;INLAND;580000
-11831;3398;520;19750;3790;<1H OCEAN;1122000
-11837;3386;280;26850;5810;<1H OCEAN;3240000
-11832;3394;360;11530;2240;<1H OCEAN;1920000
-11846;3422;390;15000;3330;<1H OCEAN;1682000
-1225;3792;320;26390;4150;NEAR BAY;3492000
-11701;3275;260;40380;7060;<1H OCEAN;1781000
-1204;3487;100;21970;3290;<1H OCEAN;1996000
-11926;363;180;35780;7200;INLAND;846000
-1216;3976;220;24470;5560;INLAND;855000
-11799;3379;290;24700;5600;<1H OCEAN;1905000
-12123;3867;270;52660;9710;INLAND;1330000
-12207;3798;120;69150;16390;NEAR BAY;1861000
-11796;3369;200;31230;4410;<1H OCEAN;2904000
-12231;3756;360;17270;3400;NEAR OCEAN;3160000
-12317;4031;360;980;280;INLAND;149990
-12222;3788;200;950;130;NEAR BAY;4750000
-11981;3685;170;23400;3700;INLAND;944000
-11832;339;360;17410;4120;<1H OCEAN;2103000
-1173;3306;240;21710;5110;NEAR OCEAN;2763000
-12227;3789;520;30460;3730;NEAR BAY;4305000
-11797;3375;260;33610;7220;<1H OCEAN;1907000
-12278;3897;110;51750;9710;INLAND;973000
-12149;3851;300;31660;6070;INLAND;795000
-1183;3396;390;28020;6180;<1H OCEAN;1363000
-12179;3799;100;41560;6090;INLAND;1786000
-12241;378;520;32780;7750;NEAR BAY;5000010
-12202;3789;290;63490;8580;NEAR BAY;3562000
-12245;3776;510;25640;4570;NEAR BAY;5000010
-11713;3274;520;15120;3210;NEAR OCEAN;1853000
-11785;3375;270;23110;6320;<1H OCEAN;1714000
-11795;3405;340;14280;2270;<1H OCEAN;2048000
-12129;3794;400;28270;6550;INLAND;638000
-11971;3679;340;18910;3230;INLAND;820000
-12194;370;320;22100;4260;NEAR OCEAN;3152000
-11776;3406;470;5080;1080;INLAND;926000
-11826;3397;460;15210;3520;<1H OCEAN;1006000
-11959;3739;190;32730;6110;INLAND;1065000
-12147;3849;170;35950;7900;INLAND;788000
-12224;4045;270;18040;3210;INLAND;806000
-11798;3414;240;15960;3880;INLAND;1480000
-12175;3676;320;17400;3990;<1H OCEAN;1324000
-11591;3336;150;4590;950;INLAND;675000
-12227;3785;420;16390;3670;NEAR BAY;1598000
-12028;3807;130;19960;4100;INLAND;1046000
-11778;3368;110;19940;4770;<1H OCEAN;2356000
-12191;3731;160;29620;8980;<1H OCEAN;2163000
-1170;3272;100;38170;9430;NEAR OCEAN;1432000
-12235;3793;410;2680;750;NEAR BAY;1563000
-12145;3926;150;23190;4160;INLAND;1156000
-11792;3375;230;8930;2230;<1H OCEAN;1563000
-11705;3256;220;21720;5630;NEAR OCEAN;1393000
-12255;3797;520;22320;2910;NEAR BAY;5000010
-11789;3376;340;10500;2100;<1H OCEAN;1927000
-12105;3913;100;30630;4970;INLAND;1851000
-11736;336;100;40970;8130;<1H OCEAN;1593000
-11837;3417;150;33270;10110;<1H OCEAN;1854000
-11843;3418;250;38300;11050;<1H OCEAN;2100000
-12225;3752;140;14720;2910;NEAR BAY;3660000
-11821;3389;420;12540;2250;<1H OCEAN;1162000
-11689;3427;130;36610;7700;INLAND;1526000
-12124;3864;130;44910;6890;INLAND;2494000
-12221;3743;330;16060;2540;NEAR OCEAN;5000010
-12226;3803;410;16310;2820;NEAR BAY;1502000
-11845;3416;220;78280;20380;<1H OCEAN;3183000
-12209;3741;140;7530;1930;NEAR BAY;2667000
-12225;375;440;3480;790;NEAR OCEAN;2538000
-11792;3375;80;23250;5980;<1H OCEAN;1375000
-11856;3403;340;20950;3430;<1H OCEAN;5000010
-12216;3779;220;128420;20480;NEAR BAY;3710000
-11962;3733;70;33890;6210;INLAND;1478000
-11696;3271;180;24130;5330;<1H OCEAN;1550000
-12041;3716;210;16840;3410;INLAND;958000
-12203;3697;520;4030;720;NEAR OCEAN;2625000
-11819;3413;520;20120;4580;<1H OCEAN;1804000
-11725;3276;380;23310;4930;NEAR OCEAN;4526000
-12227;3786;520;23070;5830;NEAR BAY;1982000
-1201;3919;180;38240;5590;INLAND;3600000
-1210;3923;150;28090;4500;INLAND;1917000
-1199;362;430;1870;380;INLAND;1375000
-12341;416;230;16540;3690;INLAND;654000
-12224;3781;520;25130;5020;NEAR BAY;2699000
-12195;3781;50;71780;8980;<1H OCEAN;4504000
-11819;3385;490;10730;2600;NEAR OCEAN;1497000
-12045;3464;170;12260;2770;NEAR OCEAN;1125000
-11839;3401;350;44240;9180;<1H OCEAN;3551000
-12244;3778;520;30170;8510;NEAR BAY;4714000
-11718;3276;170;7110;2540;NEAR OCEAN;675000
-11949;3439;170;46170;9820;NEAR OCEAN;2306000
-12097;3761;160;13260;3750;INLAND;1039000
-12004;3693;110;36060;6990;INLAND;633000
-11819;3411;400;12660;3480;<1H OCEAN;1500000
-12181;3732;260;25280;5110;<1H OCEAN;1649000
-11812;341;340;29180;5550;<1H OCEAN;3063000
-11736;3388;150;28570;4210;INLAND;1898000
-12276;3844;110;28950;5240;<1H OCEAN;1702000
-11709;3279;200;21830;5340;NEAR OCEAN;1697000
-12141;3904;160;16980;3000;INLAND;872000
-11837;3395;50;69550;20620;<1H OCEAN;2476000
-11725;3325;60;61600;9930;<1H OCEAN;2050000
-12207;3789;280;34100;7460;NEAR BAY;2668000
-1223;379;350;11020;3080;NEAR BAY;1417000
-11841;340;350;10620;3050;<1H OCEAN;2655000
-11721;3412;320;16770;3540;INLAND;909000
-11796;3379;360;23980;4030;<1H OCEAN;2218000
-11971;3677;110;51120;13840;INLAND;759000
-11807;338;340;34860;5070;<1H OCEAN;3845000
-11968;3631;120;27390;5350;INLAND;606000
-12217;3772;50;16920;3980;NEAR BAY;1583000
-11817;3397;330;24100;6410;<1H OCEAN;1682000
-12024;3801;110;12140;2280;INLAND;1486000
-1218;3672;140;24930;4070;<1H OCEAN;1900000
-12243;3764;420;40910;7570;NEAR OCEAN;2727000
-1192;3537;60;73830;10950;INLAND;1573000
-1209;3995;200;13490;2380;INLAND;966000
-12236;3803;320;21590;3930;NEAR BAY;1754000
-1211;3895;170;14750;4030;INLAND;553000
-11824;3394;340;7960;1800;<1H OCEAN;883000
-11792;3357;370;33550;4920;NEAR OCEAN;5000010
-11802;3407;210;32450;9590;INLAND;1563000
-11722;3374;70;18100;3860;<1H OCEAN;1092000
-12189;3733;490;6580;3180;<1H OCEAN;2000000
-11789;3377;290;25770;4450;<1H OCEAN;1948000
-11981;3678;370;19650;3640;INLAND;834000
-11903;3539;280;45130;7640;INLAND;1187000
-12228;3785;410;5350;1230;NEAR BAY;1075000
-11967;3689;150;23730;3640;INLAND;1675000
-12166;3915;220;21440;3760;INLAND;1024000
-11841;342;320;27340;6540;<1H OCEAN;2172000
-12201;3837;160;39960;5500;INLAND;1757000
-11841;3388;340;14710;3080;<1H OCEAN;5000010
-11987;3676;340;16490;3230;INLAND;745000
-12223;378;510;15900;4140;NEAR BAY;1279000
-1219;3745;160;29520;4460;<1H OCEAN;3205000
-11823;3391;340;10600;2760;<1H OCEAN;847000
-11799;3379;330;20640;3240;<1H OCEAN;1690000
-11817;3379;280;12190;4080;NEAR OCEAN;1183000
-12186;3804;520;2420;590;INLAND;675000
-12198;3734;180;66490;17120;<1H OCEAN;3074000
-11811;3387;330;13790;2540;<1H OCEAN;2318000
-11896;3587;170;16680;3070;INLAND;962000
-11924;3568;210;18850;3980;INLAND;585000
-12178;3766;250;19470;4180;INLAND;1930000
-11897;3538;420;11850;3580;INLAND;480000
-11827;3446;100;21840;4050;INLAND;2940000
-1162;337;260;23990;6250;INLAND;606000
-1223;3829;400;17390;3180;NEAR BAY;1561000
-11977;3675;440;18180;4120;INLAND;483000
-11668;3316;260;18200;3740;INLAND;1563000
-12086;3776;320;9640;1980;INLAND;889000
-11787;3573;130;25660;4490;INLAND;918000
-12147;3861;350;13720;3600;INLAND;675000
-12204;373;250;38070;6000;<1H OCEAN;4113000
-12123;3787;490;980;240;INLAND;1625000
-12281;3854;120;22890;6110;<1H OCEAN;1393000
-11985;368;140;18760;3240;INLAND;888000
-11784;3389;190;35440;5420;<1H OCEAN;2643000
-1184;3402;270;5150;2010;<1H OCEAN;1844000
-11855;3421;350;25920;4900;<1H OCEAN;2464000
-11431;3419;150;56120;12830;INLAND;669000
-12244;3776;520;19680;4720;NEAR BAY;3700000
-12142;3775;330;13290;2660;INLAND;1287000
-1227;3835;140;15550;3690;<1H OCEAN;675000
-11796;338;330;19840;4200;<1H OCEAN;2313000
-12129;3814;270;8360;1320;INLAND;1274000
-11858;3425;230;48830;7690;<1H OCEAN;2808000
-12243;3761;210;102520;25950;NEAR OCEAN;3445000
-1179;3388;350;20620;3530;<1H OCEAN;2304000
-12133;3804;100;14210;2040;INLAND;1539000
-11716;3281;340;22750;3750;NEAR OCEAN;1763000
-11973;3675;390;17450;3210;INLAND;679000
-11978;3448;210;23770;3220;NEAR OCEAN;5000010
-11833;3382;260;55910;9340;<1H OCEAN;4178000
-1221;3765;360;4100;760;NEAR BAY;1750000
-12149;3952;250;8480;1530;INLAND;938000
-11734;340;270;3210;640;INLAND;1016000
-11815;3397;320;9270;2500;<1H OCEAN;1815000
-12262;3815;140;22590;3410;<1H OCEAN;3349000
-11799;3407;310;15070;3690;INLAND;1472000
-12413;4079;320;20170;3590;NEAR OCEAN;928000
-1154;327;190;5830;1130;INLAND;958000
-12205;3737;270;38850;6610;<1H OCEAN;3447000
-11969;3685;200;26550;4320;INLAND;1431000
-11818;342;440;14730;2500;<1H OCEAN;4159000
-12244;3779;520;19790;3590;NEAR BAY;5000010
-11778;3458;60;102630;18640;INLAND;1200000
-12381;3934;170;19810;3710;<1H OCEAN;2770000
-11718;3448;80;35610;6910;INLAND;869000
-12266;382;390;28890;5170;<1H OCEAN;2513000
-1176;3372;360;13170;2280;<1H OCEAN;2725000
-11725;3303;60;34160;4930;NEAR OCEAN;3246000
-11804;3409;340;25970;4610;INLAND;2489000
-1210;3767;260;900;180;INLAND;875000
-12242;3776;520;14940;6100;NEAR BAY;2650000
-11703;3273;320;17500;3330;NEAR OCEAN;1544000
-12228;3778;500;14870;3060;NEAR BAY;2190000
-11801;3397;360;14510;2240;<1H OCEAN;2908000
-11825;3416;240;51310;14360;<1H OCEAN;2800000
-11929;363;200;11570;1790;INLAND;1773000
-1219;3727;280;45380;6850;<1H OCEAN;2636000
-11702;3489;290;31110;6610;INLAND;693000
-12192;3802;160;18400;3550;INLAND;1250000
-11837;3392;440;9380;1810;<1H OCEAN;2183000
-1184;3736;340;24650;6190;INLAND;1161000
-11729;3414;520;16830;2660;INLAND;973000
-11624;3371;100;90330;22240;INLAND;950000
-12204;3795;290;8660;1380;NEAR BAY;1971000
-11803;3386;190;17950;3280;<1H OCEAN;2893000
-12044;3494;240;24810;4760;<1H OCEAN;1472000
-11765;334;170;27370;6540;NEAR OCEAN;3708000
-11805;3417;450;25350;4550;INLAND;3889000
-1221;3769;440;23410;5000;NEAR BAY;1571000
-11833;3402;110;12490;3130;<1H OCEAN;1705000
-12228;3786;490;29320;6680;NEAR BAY;1474000
-11847;3442;170;9130;2280;<1H OCEAN;2385000
-12245;3771;340;31310;6690;NEAR OCEAN;2510000
-11798;3394;320;25620;4910;<1H OCEAN;2262000
-12242;3779;520;34570;10210;NEAR BAY;2250000
-11969;3443;300;12730;3430;<1H OCEAN;2281000
-12255;3842;240;22200;4110;<1H OCEAN;2117000
-11829;340;520;25790;4940;<1H OCEAN;1096000
-11846;3421;70;20810;6570;<1H OCEAN;1869000
-11973;3676;300;15480;2820;INLAND;713000
-1209;3766;190;33770;6690;INLAND;825000
-1213;3798;470;23730;4610;INLAND;983000
-11807;3409;330;21780;4450;<1H OCEAN;2120000
-12206;3764;200;16550;4500;NEAR BAY;3500000
-1183;3387;310;13980;2610;<1H OCEAN;2349000
-11732;3441;130;20320;3480;INLAND;1201000
-1182;3397;280;24740;7020;<1H OCEAN;1662000
-12225;3811;520;28460;7050;NEAR BAY;979000
-12043;3487;210;21310;3290;<1H OCEAN;1930000
-11814;3415;520;4070;1600;<1H OCEAN;1875000
-12207;3759;130;25780;5510;NEAR BAY;2220000
-1184;3387;260;67120;14410;<1H OCEAN;4345000
-12095;3869;100;34210;5630;INLAND;2171000
-1179;3361;190;28970;4130;<1H OCEAN;5000010
-12227;3751;360;14060;2240;NEAR OCEAN;4148000
-11845;342;180;27290;8000;<1H OCEAN;2308000
-11748;3401;230;20000;3760;INLAND;1211000
-1213;3861;250;27070;4640;INLAND;1169000
-11711;3276;310;22930;5490;NEAR OCEAN;2044000
-1223;3789;360;10770;2930;NEAR BAY;2063000
-11749;3364;30;88740;13020;<1H OCEAN;3020000
